id,lon,lat,triangle_area
0,76.52173929210709,11.738709165431302,1.501645783719141e-06
1,76.51884251945206,11.763296115262996,2.602868789836066e-05
2,76.51928988011566,11.744080814679378,4.899220584775321e-09
3,76.55289023830464,11.784522295208562,1.9158861960022477e-05
4,76.52608158462392,11.754321351411214,1.8435845277053886e-05
5,76.52011398662633,11.744910426399182,1.8119908418157138e-07
6,76.60895974317567,11.770719480544466,2.0312920696596848e-05
7,76.6026648481215,11.784843761790057,8.518395361534203e-06
8,76.51927226582784,11.744027911027715,5.764377419836819e-09
9,76.51927535851488,11.74387929769023,1.5242221707012504e-08
10,76.52069891993786,11.739308701139374,2.7072867396782385e-06
11,76.51736124512695,11.75394214106754,2.0565958720908384e-05
12,76.52579099334348,11.737580220325901,4.740242275147466e-06
13,76.56742138130038,11.750001134864675,2.5990636686401558e-05
14,76.53298867890645,11.736762091206407,2.1355756416596705e-05
15,76.5301497280011,11.73755559841545,1.7030291246555862e-05
16,76.56854852204164,11.735870780900852,9.356713007946382e-06
17,76.52024991414407,11.741857751853068,2.0507111457845895e-06
18,76.5829772202765,11.787280744702949,2.4137436639648513e-05
19,76.52333024906847,11.741504458539305,7.122908755263779e-06
20,76.52131908851038,11.745396893492414,1.8339305825065821e-06
21,76.52697873800315,11.743876099095752,2.3053803261063877e-05
22,76.56340880150897,11.741025559839116,1.4866237734167953e-05
23,76.51948800890779,11.74394290869474,3.8941607272136025e-08
24,76.51987588711519,11.743893776931557,1.6821650206111372e-07
25,76.53282496250837,11.785360934650667,7.252098384924466e-06
26,76.5660093066049,11.735553377649502,1.645030170038808e-05
27,76.52094140244436,11.743911898666497,1.673043925620732e-06
28,76.51948320260784,11.743518613504419,1.2661917025980074e-07
29,76.54052757761258,11.74478124619771,1.8018792161456076e-05
30,76.53552510225471,11.789285209865353,1.4344515420816606e-05
31,76.54882755819126,11.743544994658698,2.0966217107343255e-05
32,76.51977781343633,11.744255812622745,9.705831871542614e-08
33,76.51932508696571,11.744186603000925,5.7577835832489654e-09
34,76.51949832901389,11.74446836096619,3.3941887522814795e-08
35,76.51974460579434,11.74447396642706,7.804760571161751e-08
36,76.51934683618002,11.744117443190916,8.0747213360155e-09
37,76.52422161244456,11.737950506292057,6.055470066712587e-06
38,76.52387584887224,11.75078010685939,2.798057994368719e-05
39,76.53964674128387,11.793298634233517,1.6352915508832666e-05
40,76.51928329077923,11.750591791259202,2.3035478761812556e-05
41,76.54369006875146,11.798906192947186,2.49473648636922e-05
42,76.51941014626297,11.744349322632921,1.1344809536240064e-08
43,76.59037164337865,11.743055463385197,1.8446980220687692e-05
44,76.52112454362369,11.74462663725742,1.4527154235111084e-06
45,76.52856122290113,11.739673636826488,1.4463620573224034e-05
46,76.53157916170046,11.782116725556719,2.4710015850359923e-05
47,76.52344491388986,11.77970590296051,1.756913957251527e-05
48,76.52147345405477,11.742533369933762,5.268789891488268e-06
49,76.52850957340507,11.782271086063902,1.3268813518152456e-05
50,76.52418357025944,11.74740145850202,1.639579272705305e-05
51,76.59742021146376,11.786273141388909,7.4314375524409115e-06
52,76.54617949776285,11.78621608965459,2.973281107188086e-05
53,76.5369751194561,11.798818015039636,2.140894343938271e-05
54,76.55682899616939,11.796599404364095,2.4905185000534402e-05
55,76.54213507457318,11.786456071275737,2.7443501267043757e-05
56,76.51919861517212,11.743938433244459,3.231207301723771e-09
57,76.57472636554667,11.731799537790708,2.3415763962475467e-05
58,76.53530636752454,11.785859547727043,1.5239144659062731e-05
59,76.61236420298205,11.797132485371314,1.2599467481777538e-05
60,76.52393709336884,11.772160363783376,1.8741687654255657e-05
61,76.62257559173123,11.798401210522364,1.3702529940928798e-05
62,76.55917174279271,11.798803212404415,9.534064929539454e-06
63,76.58545616527432,11.751208971369786,1.7553778207002324e-05
64,76.56331969783912,11.737464225708274,1.703494126559235e-05
65,76.53974627152176,11.783667811354645,2.7443501267043757e-05
66,76.58123306061457,11.730441765843736,2.4812053652567556e-05
67,76.53889121156986,11.738115892378053,2.009228046517819e-05
68,76.58354164252673,11.728514618261789,6.621167813136708e-06
69,76.5231660784845,11.739469454399638,4.331949639890809e-06
70,76.54577696054382,11.740829491614255,2.4887865265554865e-05
71,76.58592839629709,11.735941653018509,1.1839005992442253e-05
72,76.59158867866283,11.740491045942221,1.897298420772131e-05
73,76.64403030545022,11.778196023964751,2.6112212026419e-05
74,76.57845232232488,11.753331768755567,2.4353885009986698e-05
75,76.51934272632901,11.744239476383747,4.891035132459365e-09
76,76.51984948870489,11.744659155182028,9.059931471711025e-08
77,76.57375363526732,11.7363589681707,2.191648059124418e-05
78,76.58573697298158,11.783020899737124,2.863910754058452e-05
79,76.57321824151863,11.776125162587325,2.321394185855752e-05
80,76.60938084226207,11.752186092913329,1.541641086078016e-05
81,76.5194858659362,11.74407120110269,2.8669091989286244e-08
82,76.61463280579169,11.749883006487785,2.809227567013295e-05
83,76.6081466767434,11.779378971999092,2.2604781634072424e-05
84,76.52006273761991,11.740685718725869,2.737009708653204e-06
85,76.61766330121019,11.769309977774975,1.8540652490628418e-05
86,76.64375205519214,11.77422170429338,2.9440318485285388e-05
87,76.65939714889328,11.79355102771787,7.0294918259605765e-06
88,76.6500965416119,11.782187689097286,1.1342131756464369e-05
89,76.57082659260375,11.790195313411516,1.2740141755784862e-05
90,76.55708233368493,11.789920025091691,2.2948258902033558e-05
91,76.649444095113,11.778555240354308,7.855659760025446e-06
92,76.53039594096676,11.743193919213889,2.1333919903554488e-05
93,76.60988944609538,11.749689028248968,7.252118393807905e-06
94,76.52609607131082,11.778806926411422,1.4874099178996403e-05
95,76.60507195607296,11.749498274199633,3.60433023161022e-06
96,76.52442448257393,11.761822222435628,2.0613693550330936e-05
97,76.6573822124232,11.795423290522143,1.414257098986127e-05
98,76.51955321433427,11.744178309230142,3.832428774330765e-08
99,76.59665244623814,11.78352631072245,1.8668369420993258e-05
100,76.51941459512864,11.743252329912535,1.5850423551455606e-07
101,76.6112993944966,11.755856034839075,2.053742423413496e-05
102,76.600186655099,11.782237998388192,2.759472454272327e-05
103,76.51925049611401,11.744117416025228,1.6138983482960612e-09
104,76.51926279116502,11.74367591423382,2.7554051484912634e-08
105,76.56345908206332,11.794316296585142,1.7534963262733072e-05
106,76.51925974021619,11.743797946413615,1.3777480489807203e-08
107,76.51930340480655,11.744276096439373,1.6138983482960612e-09
108,76.57432810470512,11.788159281828705,1.0666044090612559e-05
109,76.51933136486376,11.7439362471313,1.4804072634433396e-08
110,76.6076584549949,11.786295171801916,2.1444605408760253e-05
111,76.5703944335073,11.787294537310357,2.0985234641557327e-05
112,76.60603126301292,11.790241173849902,2.0569138541759457e-05
113,76.6116306992475,11.793086713752013,1.775924647517968e-05
114,76.64629106988667,11.794041572952054,2.1043854985691723e-05
115,76.6501161840332,11.800881106533517,2.202379027949064e-05
116,76.5366088512957,11.743782055241901,1.4948290527172503e-05
117,76.63860984384195,11.810253793007908,1.639060769775824e-05
118,76.51942679892396,11.74276420119336,3.170084710291121e-07
119,76.6264545346971,11.806309555510923,1.0444789495522855e-05
120,76.62959254401736,11.807684801949327,2.643930156409624e-05
121,76.63488921956458,11.812607830004751,1.4975865042288206e-05
122,76.61446055006567,11.782795035978337,2.1430298602354014e-05
123,76.56997392503554,11.738384762283063,1.8644668443812407e-05
124,76.63913180967637,11.80451054463043,2.8960012969037052e-05
125,76.55386655107532,11.740125124879219,2.1961958964311634e-05
126,76.56105926392233,11.765788067809046,1.3394790585152805e-05
127,76.51965343098468,11.743687981131002,1.219455043610651e-07
128,76.6578230565334,11.799161564295893,1.64378582212521e-05
129,76.51943182394135,11.744277424701188,1.349440026388038e-08
130,76.65548974170851,11.801510938833678,1.4406027730728965e-05
131,76.57650979753235,11.738293350904817,2.1916480363870505e-05
132,76.54321022750081,11.794637548959008,2.150101227016421e-05
133,76.63220970308542,11.801594371743207,1.8797359871314256e-05
134,76.53255287382211,11.771007213303434,2.4000772782528657e-05
135,76.55163667630622,11.753166489320082,1.8839441281670588e-05
136,76.61188420802496,11.786000042219351,1.8418436411593575e-05
137,76.62977736757817,11.799619672962187,1.879735964394058e-05
138,76.555492259335,11.74818556094102,2.9509528758353554e-05
139,76.53069669155205,11.774351186873494,2.9377589498835732e-05
140,76.57607645919911,11.743386202336504,2.6935151254292578e-05
141,76.56147668688301,11.746306398887164,1.5123824141483055e-05
142,76.57879339988017,11.745019280109302,1.4575412023987155e-05
143,76.56744776230263,11.78433707135575,1.909422144308337e-05
144,76.58417410651812,11.744676439700259,1.637083869354683e-05
145,76.5656476604839,11.761940025706695,2.0297551827752613e-05
146,76.63062195425995,11.81167327002961,2.0612592379620764e-05
147,76.63696012845321,11.80757691341826,2.5354415811307263e-05
148,76.55731334378815,11.739937588195607,2.240913613604789e-05
149,76.559021968808,11.736297369489522,2.224111312898458e-05
150,76.65351633108465,11.789808395381783,1.1766156831072294e-05
151,76.53071750071375,11.755132689228867,2.4901512233554968e-05
152,76.53784812457161,11.777674821289617,2.3319103547692066e-05
153,76.51928086326714,11.757794712256286,2.781721286737593e-05
154,76.52340864467112,11.757985606999773,2.3393481114908354e-05
155,76.6059672031573,11.783542783302119,2.2164833353599533e-05
156,76.613380713796,11.789873370939917,2.2995328436081763e-05
157,76.55323176212205,11.743404899946555,2.2690284822601825e-05
158,76.54210804824605,11.748245296635838,2.335216186111211e-05
159,76.5355133265053,11.75047299041757,2.4991136115204426e-05
